index,category_name,category_url,status,requested_limit,collected_count,success_count,sku_count,output_dir,started_at,finished_at,error
233,Early Learning Toys,https://www.lazada.sg/catalog?q=Early%20Learning%20Toys&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\233_Early_Learning_Toys,2026-07-18 21:08:20,2026-07-18 21:09:05,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Early%20Learning%20Toys&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
234,Earrings,https://www.lazada.sg/catalog?q=Earrings&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\234_Earrings,2026-07-18 21:13:31,2026-07-18 21:29:15,Lazada verification or traffic page detected
235,Eggs,https://www.lazada.sg/catalog?q=Eggs&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\235_Eggs,2026-07-18 21:30:58,2026-07-18 21:31:41,[Errno 22] Invalid argument
236,Electric Insect Killers,https://www.lazada.sg/catalog?q=Electric%20Insect%20Killers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\236_Electric_Insect_Killers,2026-07-18 21:31:49,2026-07-18 21:36:02,Lazada verification or traffic page detected
237,Electric Kettle,https://www.lazada.sg/catalog?q=Electric%20Kettle&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\237_Electric_Kettle,2026-07-18 21:36:35,2026-07-18 21:51:11,Lazada verification or traffic page detected
238,Electric scooters,https://www.lazada.sg/catalog?q=Electric%20scooters&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\238_Electric_scooters,2026-07-18 21:55:50,2026-07-18 21:56:35,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Electric%20scooters&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
239,Electric Toothbrush,https://www.lazada.sg/catalog?q=Electric%20Toothbrush&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\239_Electric_Toothbrush,2026-07-18 22:00:48,2026-07-18 22:00:55,Lazada verification or traffic page detected
240,Electrical,https://www.lazada.sg/catalog?q=Electrical&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\240_Electrical,2026-07-18 22:31:34,2026-07-18 22:32:19,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Electrical&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
241,Electronic & Remote Control Toys,https://www.lazada.sg/catalog?q=Electronic%20%26%20Remote%20Control%20Toys&from=hp_categories&src=all_channel,empty,100,0,0,0,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\241_Electronic_&_Remote_Control_Toys,2026-07-18 22:33:02,2026-07-18 22:34:06,
242,Entertainment & Video Games,https://www.lazada.sg/catalog?q=Entertainment%20%26%20Video%20Games&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\242_Entertainment_&_Video_Games,2026-07-18 22:34:56,2026-07-18 22:35:10,"Page.goto: net::ERR_ABORTED at https://www.lazada.sg/catalog?q=Entertainment%20%26%20Video%20Games&from=hp_categories&src=all_channel
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Entertainment%20%26%20Video%20Games&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
243,Exercise & Fitness,https://www.lazada.sg/catalog?q=Exercise%20%26%20Fitness&from=hp_categories&src=all_channel,empty,100,0,0,0,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\243_Exercise_&_Fitness,2026-07-18 22:35:33,2026-07-18 22:36:36,
244,External Hard Drives,https://www.lazada.sg/catalog?q=External%20Hard%20Drives&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\244_External_Hard_Drives,2026-07-18 22:37:09,2026-07-18 22:37:36,"Page.goto: net::ERR_ABORTED at https://www.lazada.sg/catalog?q=External%20Hard%20Drives&from=hp_categories&src=all_channel
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=External%20Hard%20Drives&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
245,External Solid State Drives,https://www.lazada.sg/catalog?q=External%20Solid%20State%20Drives&from=hp_categories&src=all_channel,partial,100,40,28,370,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\245_External_Solid_State_Drives,2026-07-18 22:42:52,2026-07-18 23:12:35,
246,Eye Treatment,https://www.lazada.sg/catalog?q=Eye%20Treatment&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\246_Eye_Treatment,2026-07-18 23:13:23,2026-07-18 23:22:19,Lazada verification or traffic page detected
247,Eyeglasses,https://www.lazada.sg/catalog?q=Eyeglasses&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\247_Eyeglasses,2026-07-18 23:24:23,2026-07-18 23:26:00,Lazada verification or traffic page detected
248,Eyes,https://www.lazada.sg/catalog?q=Eyes&from=hp_categories&src=all_channel,partial,100,40,39,111,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\248_Eyes,2026-07-18 23:29:47,2026-07-18 23:48:19,
249,Eyewear,https://www.lazada.sg/catalog?q=Eyewear&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\249_Eyewear,2026-07-18 23:49:13,2026-07-19 00:00:14,Lazada verification or traffic page detected
250,Face,https://www.lazada.sg/catalog?q=Face&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\250_Face,2026-07-19 00:06:16,2026-07-19 00:25:23,Lazada verification or traffic page detected
251,Face Mask,https://www.lazada.sg/catalog?q=Face%20Mask&from=hp_categories&src=all_channel,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\251_Face_Mask,2026-07-19 00:27:01,,
252,Face Mask & Packs,https://www.lazada.sg/catalog?q=Face%20Mask%20%26%20Packs&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\252_Face_Mask_&_Packs,2026-07-19 11:12:42,2026-07-19 11:23:32,Lazada verification or traffic page detected
253,Face Skin Care Tools,https://www.lazada.sg/catalog?q=Face%20Skin%20Care%20Tools&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\253_Face_Skin_Care_Tools,2026-07-19 11:31:39,2026-07-19 11:41:37,Lazada verification or traffic page detected
254,Facial Cleansers,https://www.lazada.sg/catalog?q=Facial%20Cleansers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\254_Facial_Cleansers,2026-07-19 11:58:41,2026-07-19 12:00:21,Lazada verification or traffic page detected
255,Facial Moisturizers,https://www.lazada.sg/catalog?q=Facial%20Moisturizers&from=hp_categories&src=all_channel,partial,100,40,40,80,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\255_Facial_Moisturizers,2026-07-19 12:01:53,2026-07-19 12:10:45,
256,Facial Oils,https://www.lazada.sg/catalog?q=Facial%20Oils&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\256_Facial_Oils,2026-07-19 12:11:20,2026-07-19 12:16:45,Lazada verification or traffic page detected
257,Fan,https://www.lazada.sg/catalog?q=Fan&from=hp_categories&src=all_channel,partial,100,40,40,192,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\257_Fan,2026-07-19 12:17:20,2026-07-19 12:29:08,
258,Fans & Heatsinks,https://www.lazada.sg/catalog?q=Fans%20%26%20Heatsinks&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\258_Fans_&_Heatsinks,2026-07-19 12:30:05,2026-07-19 12:35:38,Lazada verification or traffic page detected
259,Fashion Bracelets,https://www.lazada.sg/catalog?q=Fashion%20Bracelets&from=hp_categories&src=all_channel,partial,100,40,40,304,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\259_Fashion_Bracelets,2026-07-19 12:42:20,2026-07-19 12:52:01,
260,Fashion Jewellery,https://www.lazada.sg/catalog?q=Fashion%20Jewellery&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\260_Fashion_Jewellery,2026-07-19 12:52:35,2026-07-19 13:00:47,Lazada verification or traffic page detected
261,Fashion Necklaces,https://www.lazada.sg/catalog?q=Fashion%20Necklaces&from=hp_categories&src=all_channel,partial,100,40,40,398,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\261_Fashion_Necklaces,2026-07-19 13:21:38,2026-07-19 13:41:43,
262,Fax Machines,https://www.lazada.sg/catalog?q=Fax%20Machines&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\262_Fax_Machines,2026-07-19 13:42:16,2026-07-19 14:00:18,Lazada verification or traffic page detected
263,FEEDBACK,https://pages.lazada.sg/wow/gcp/route/lazada/sg/upr_1000345_lazada/channel/sg/upr-router/sg?hybrid=1&data_prefetch=true&prefetch_replace=1&at_iframe=1&wh_pid=/lazada/channel/sg/trade/feedback,,,,,,,,,
264,Feeding Essentials,https://www.lazada.sg/catalog?q=Feeding%20Essentials&from=hp_categories&src=all_channel,,,,,,,,,
265,Feminine Care,https://www.lazada.sg/catalog?q=Feminine%20Care&from=hp_categories&src=all_channel,,,,,,,,,
266,Filing & Document Presentation,https://www.lazada.sg/catalog?q=Filing%20%26%20Document%20Presentation&from=hp_categories&src=all_channel,,,,,,,,,
267,Filing Cabinets & Office Stands,https://www.lazada.sg/catalog?q=Filing%20Cabinets%20%26%20Office%20Stands&from=hp_categories&src=all_channel,,,,,,,,,
268,Fine Bracelets,https://www.lazada.sg/catalog?q=Fine%C2%A0Bracelets&from=hp_categories&src=all_channel,,,,,,,,,
269,Fine Jewellery,https://www.lazada.sg/catalog?q=Fine%20Jewellery&from=hp_categories&src=all_channel,,,,,,,,,
270,Fine Necklaces,https://www.lazada.sg/catalog?q=Fine%C2%A0Necklaces&from=hp_categories&src=all_channel,,,,,,,,,
271,Fins,https://www.lazada.sg/catalog?q=Fins&from=hp_categories&src=all_channel,,,,,,,,,
272,First Aid Supplies,https://www.lazada.sg/catalog?q=First%20Aid%20Supplies&from=hp_categories&src=all_channel,,,,,,,,,
273,Fish Food,https://www.lazada.sg/catalog?q=Fish%20Food&from=hp_categories&src=all_channel,,,,,,,,,
274,Fishing,https://www.lazada.sg/catalog?q=Fishing&from=hp_categories&src=all_channel,,,,,,,,,
275,Fitness Tracker Accessories,https://www.lazada.sg/catalog?q=Fitness%20Tracker%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
276,Fixtures & Plumbing,https://www.lazada.sg/catalog?q=Fixtures%20%26%20Plumbing&from=hp_categories&src=all_channel,,,,,,,,,
277,Flash Drives,https://www.lazada.sg/catalog?q=Flash%20Drives&from=hp_categories&src=all_channel,,,,,,,,,
278,Flat Shoes,https://www.lazada.sg/catalog?q=Flat%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
279,Flip Flops & Sandals,https://www.lazada.sg/catalog?q=Flip%20Flops%20%26%20Sandals&from=hp_categories&src=all_channel,,,,,,,,,
280,"Flip Flops, Slides & Sandals","https://www.lazada.sg/catalog?q=Flip%20Flops,%20Slides%20%26%20Sandals&from=hp_categories&src=all_channel",,,,,,,,,
281,Floaties,https://www.lazada.sg/catalog?q=Floaties&from=hp_categories&src=all_channel,,,,,,,,,
282,Floor Lamps,https://www.lazada.sg/catalog?q=Floor%20Lamps&from=hp_categories&src=all_channel,,,,,,,,,
283,Flying Toys,https://www.lazada.sg/catalog?q=Flying%20Toys&from=hp_categories&src=all_channel,,,,,,,,,
284,Folding bikes,https://www.lazada.sg/catalog?q=Folding%20bikes&from=hp_categories&src=all_channel,,,,,,,,,
285,Follow On Milk (6 - 12 mnths),https://www.lazada.sg/catalog?q=Follow%20On%20Milk%20(6%20-%2012%20mnths)&from=hp_categories&src=all_channel,,,,,,,,,
286,Food Blenders,https://www.lazada.sg/catalog?q=Food%20Blenders&from=hp_categories&src=all_channel,,,,,,,,,
287,Food Preparation & Storage,https://www.lazada.sg/catalog?q=Food%20Preparation%20%26%20Storage&from=hp_categories&src=all_channel,,,,,,,,,
288,Food Staples & Cooking Essentials,https://www.lazada.sg/catalog?q=Food%20Staples%20%26%20Cooking%20Essentials&from=hp_categories&src=all_channel,,,,,,,,,
289,Food Steamer,https://www.lazada.sg/catalog?q=Food%20Steamer&from=hp_categories&src=all_channel,,,,,,,,,
290,Food Storage & Dispensers,https://www.lazada.sg/catalog?q=Food%20Storage%20%26%20Dispensers&from=hp_categories&src=all_channel,,,,,,,,,
291,Food Supplements,https://www.lazada.sg/catalog?q=Food%20Supplements&from=hp_categories&src=all_channel,,,,,,,,,
292,Foot Care,https://www.lazada.sg/catalog?q=Foot%20Care&from=hp_categories&src=all_channel,,,,,,,,,
293,Foot Relief Accessories & Tools,https://www.lazada.sg/catalog?q=Foot%20Relief%20Accessories%20%26%20Tools&from=hp_categories&src=all_channel,,,,,,,,,
294,Football,https://www.lazada.sg/catalog?q=Football&from=hp_categories&src=all_channel,,,,,,,,,
295,Formal Shoes,https://www.lazada.sg/catalog?q=Formal%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
296,Foundation,https://www.lazada.sg/catalog?q=Foundation&from=hp_categories&src=all_channel,,,,,,,,,
297,Fragrances,https://www.lazada.sg/catalog?q=Fragrances&from=hp_categories&src=all_channel,,,,,,,,,
298,Freezer,https://www.lazada.sg/catalog?q=Freezer&from=hp_categories&src=all_channel,,,,,,,,,
299,Fresh Bread,https://www.lazada.sg/catalog?q=Fresh%20Bread&from=hp_categories&src=all_channel,,,,,,,,,
300,Fresh Cream,https://www.lazada.sg/catalog?q=Fresh%20Cream&from=hp_categories&src=all_channel,,,,,,,,,
301,Fresh Flowers,https://www.lazada.sg/catalog?q=Fresh%20Flowers&from=hp_categories&src=all_channel,,,,,,,,,
302,Fresh Fruit,https://www.lazada.sg/catalog?q=Fresh%20Fruit&from=hp_categories&src=all_channel,,,,,,,,,
303,Fresh Meat,https://www.lazada.sg/catalog?q=Fresh%20Meat&from=hp_categories&src=all_channel,,,,,,,,,
304,Fresh Milk,https://www.lazada.sg/catalog?q=Fresh%20Milk&from=hp_categories&src=all_channel,,,,,,,,,
305,Fresh Seafood,https://www.lazada.sg/catalog?q=Fresh%20Seafood&from=hp_categories&src=all_channel,,,,,,,,,
306,Fresh Vegetables,https://www.lazada.sg/catalog?q=Fresh%20Vegetables&from=hp_categories&src=all_channel,,,,,,,,,
307,Front Bay Devices,https://www.lazada.sg/catalog?q=Front%20Bay%20Devices&from=hp_categories&src=all_channel,,,,,,,,,
308,Frozen,https://www.lazada.sg/catalog?q=Frozen&from=hp_categories&src=all_channel,,,,,,,,,
309,Frozen Bread & Pastries,https://www.lazada.sg/catalog?q=Frozen%20Bread%20%26%20Pastries&from=hp_categories&src=all_channel,,,,,,,,,
310,Frozen Desserts,https://www.lazada.sg/catalog?q=Frozen%20Desserts&from=hp_categories&src=all_channel,,,,,,,,,
311,Frozen Fruit,https://www.lazada.sg/catalog?q=Frozen%20Fruit&from=hp_categories&src=all_channel,,,,,,,,,
312,Frozen Meat,https://www.lazada.sg/catalog?q=Frozen%20Meat&from=hp_categories&src=all_channel,,,,,,,,,
313,Frozen Seafood,https://www.lazada.sg/catalog?q=Frozen%20Seafood&from=hp_categories&src=all_channel,,,,,,,,,
314,Frozen Vegetables,https://www.lazada.sg/catalog?q=Frozen%20Vegetables&from=hp_categories&src=all_channel,,,,,,,,,
315,Fruits & Vegetables,https://www.lazada.sg/catalog?q=Fruits%20%26%20Vegetables&from=hp_categories&src=all_channel,,,,,,,,,
316,Fryer,https://www.lazada.sg/catalog?q=Fryer&from=hp_categories&src=all_channel,,,,,,,,,
317,Furniture,https://www.lazada.sg/catalog?q=Furniture&from=hp_categories&src=all_channel,,,,,,,,,
318,Gadgets & Drones,https://www.lazada.sg/catalog?q=Gadgets%20%26%20Drones&from=hp_categories&src=all_channel,,,,,,,,,
319,Games & Puzzle,https://www.lazada.sg/catalog?q=Games%20%26%20Puzzle&from=hp_categories&src=all_channel,,,,,,,,,
320,Gaming Consoles,https://www.lazada.sg/catalog?q=Gaming%20Consoles&from=hp_categories&src=all_channel,,,,,,,,,
321,Gaming Desktops,https://www.lazada.sg/catalog?q=Gaming%20Desktops&from=hp_categories&src=all_channel,,,,,,,,,
322,Gaming Furniture,https://www.lazada.sg/catalog?q=Gaming%20Furniture&from=hp_categories&src=all_channel,,,,,,,,,
323,Garden Décor & Ornaments,https://www.lazada.sg/catalog?q=Garden%20D%C3%A9cor%20%26%20Ornaments&from=hp_categories&src=all_channel,,,,,,,,,
324,Garden Soil & Fertilizers,https://www.lazada.sg/catalog?q=Garden%20Soil%20%26%20Fertilizers&from=hp_categories&src=all_channel,,,,,,,,,
325,Gardening Tools,https://www.lazada.sg/catalog?q=Gardening%20Tools&from=hp_categories&src=all_channel,,,,,,,,,
326,Garment steamer,https://www.lazada.sg/catalog?q=Garment%20steamer&from=hp_categories&src=all_channel,,,,,,,,,
327,Gates & Doorways,https://www.lazada.sg/catalog?q=Gates%20%26%20Doorways&from=hp_categories&src=all_channel,,,,,,,,,
328,Gesture Control,https://www.lazada.sg/catalog?q=Gesture%20Control&from=hp_categories&src=all_channel,,,,,,,,,
329,Gifts,https://www.lazada.sg/catalog?q=Gifts&from=hp_categories&src=all_channel,,,,,,,,,
330,Gifts & Value Sets,https://www.lazada.sg/catalog?q=Gifts%20%26%20Value%20Sets&from=hp_categories&src=all_channel,,,,,,,,,
331,Gifts & Wrapping,https://www.lazada.sg/catalog?q=Gifts%20%26%20Wrapping&from=hp_categories&src=all_channel,,,,,,,,,
332,Gimbals & Stabilizers,https://www.lazada.sg/catalog?q=Gimbals%20%26%20Stabilizers&from=hp_categories&src=all_channel,,,,,,,,,
333,Girls' Clothing,https://www.lazada.sg/catalog?q=Girls%27%20Clothing&from=hp_categories&src=all_channel,,,,,,,,,
334,Girls' Shoes,https://www.lazada.sg/catalog?q=Girls%27%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
335,Gloves,https://www.lazada.sg/catalog?q=Gloves&from=hp_categories&src=all_channel,,,,,,,,,
336,Goggles,https://www.lazada.sg/catalog?q=Goggles&from=hp_categories&src=all_channel,,,,,,,,,
337,Golf,https://www.lazada.sg/catalog?q=Golf&from=hp_categories&src=all_channel,,,,,,,,,
338,Gourmet Food and Gifts,https://www.lazada.sg/catalog?q=Gourmet%20Food%20and%20Gifts&from=hp_categories&src=all_channel,,,,,,,,,
339,Granola,https://www.lazada.sg/catalog?q=Granola&from=hp_categories&src=all_channel,,,,,,,,,
340,Graphic Cards,https://www.lazada.sg/catalog?q=Graphic%20Cards&from=hp_categories&src=all_channel,,,,,,,,,
341,Grooming,https://www.lazada.sg/catalog?q=Grooming&from=hp_categories&src=all_channel,,,,,,,,,
342,Grooming & Kits,https://www.lazada.sg/catalog?q=Grooming%20%26%20Kits&from=hp_categories&src=all_channel,,,,,,,,,
343,Growing-up Milk (3yrs +),https://www.lazada.sg/catalog?q=Growing-up%20Milk%20(3yrs%20%2B)&from=hp_categories&src=all_channel,,,,,,,,,
344,Guitars,https://www.lazada.sg/catalog?q=Guitars&from=hp_categories&src=all_channel,,,,,,,,,
345,Hair Accessories,https://www.lazada.sg/catalog?q=Hair%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
346,Hair Brushes,https://www.lazada.sg/catalog?q=Hair%20Brushes&from=hp_categories&src=all_channel,,,,,,,,,
347,Hair Care,https://www.lazada.sg/catalog?q=Hair%20Care&from=hp_categories&src=all_channel,,,,,,,,,
348,Hair Care Accessories,https://www.lazada.sg/catalog?q=Hair%20Care%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
349,Hair Coloring,https://www.lazada.sg/catalog?q=Hair%20Coloring&from=hp_categories&src=all_channel,,,,,,,,,
350,Hair Dryer & Styling,https://www.lazada.sg/catalog?q=Hair%20Dryer%20%26%20Styling&from=hp_categories&src=all_channel,,,,,,,,,
351,Hair Removal,https://www.lazada.sg/catalog?q=Hair%20Removal&from=hp_categories&src=all_channel,,,,,,,,,
352,Hair Styling,https://www.lazada.sg/catalog?q=Hair%20Styling&from=hp_categories&src=all_channel,,,,,,,,,
353,Hair Treatments,https://www.lazada.sg/catalog?q=Hair%20Treatments&from=hp_categories&src=all_channel,,,,,,,,,
354,Hair Wigs,https://www.lazada.sg/catalog?q=Hair%20Wigs&from=hp_categories&src=all_channel,,,,,,,,,
355,Hallway & Entry Furniture,https://www.lazada.sg/catalog?q=Hallway%20%26%20Entry%20Furniture&from=hp_categories&src=all_channel,,,,,,,,,
356,Hand Care,https://www.lazada.sg/catalog?q=Hand%20Care&from=hp_categories&src=all_channel,,,,,,,,,
357,Hand Tools,https://www.lazada.sg/catalog?q=Hand%20Tools&from=hp_categories&src=all_channel,,,,,,,,,
358,Hand wraps,https://www.lazada.sg/catalog?q=Hand%20wraps&from=hp_categories&src=all_channel,,,,,,,,,
359,Hardware,https://www.lazada.sg/catalog?q=Hardware&from=hp_categories&src=all_channel,,,,,,,,,
360,Harnesses & Leashes,https://www.lazada.sg/catalog?q=Harnesses%20%26%20Leashes&from=hp_categories&src=all_channel,,,,,,,,,
361,Hats & Caps,https://www.lazada.sg/catalog?q=Hats%20%26%20Caps&from=hp_categories&src=all_channel,,,,,,,,,
362,Headphones & Headsets,https://www.lazada.sg/catalog?q=Headphones%20%26%20Headsets&from=hp_categories&src=all_channel,,,,,,,,,
363,Health Accessories,https://www.lazada.sg/catalog?q=Health%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
364,Health Monitors & Tests,https://www.lazada.sg/catalog?q=Health%20Monitors%20%26%20Tests&from=hp_categories&src=all_channel,,,,,,,,,
365,Heels,https://www.lazada.sg/catalog?q=Heels&from=hp_categories&src=all_channel,,,,,,,,,
366,Helicopters,https://www.lazada.sg/catalog?q=Helicopters&from=hp_categories&src=all_channel,,,,,,,,,
367,Helmets,https://www.lazada.sg/catalog?q=Helmets&from=hp_categories&src=all_channel,,,,,,,,,
368,Herbs & Traditional Medicine,https://www.lazada.sg/catalog?q=Herbs%20%26%20Traditional%20Medicine&from=hp_categories&src=all_channel,,,,,,,,,
369,Highchairs & Booster Seats,https://www.lazada.sg/catalog?q=Highchairs%20%26%20Booster%20Seats&from=hp_categories&src=all_channel,,,,,,,,,
370,Hiking Shoes,https://www.lazada.sg/catalog?q=Hiking%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
371,Hobbies & Entertainment,https://www.lazada.sg/catalog?q=Hobbies%20%26%20Entertainment&from=hp_categories&src=all_channel,,,,,,,,,
372,Holders & Dispensers,https://www.lazada.sg/catalog?q=Holders%20%26%20Dispensers&from=hp_categories&src=all_channel,,,,,,,,,
373,Home Audio,https://www.lazada.sg/catalog?q=Home%20Audio&from=hp_categories&src=all_channel,,,,,,,,,
374,Home Baking & Sugar,https://www.lazada.sg/catalog?q=Home%20Baking%20%26%20Sugar&from=hp_categories&src=all_channel,,,,,,,,,
375,Home Décor,https://www.lazada.sg/catalog?q=Home%20D%C3%A9cor&from=hp_categories&src=all_channel,,,,,,,,,
376,Home Entertainment,https://www.lazada.sg/catalog?q=Home%20Entertainment&from=hp_categories&src=all_channel,,,,,,,,,
377,Home Office Chairs,https://www.lazada.sg/catalog?q=Home%20Office%20Chairs&from=hp_categories&src=all_channel,,,,,,,,,
378,Home Office Desks,https://www.lazada.sg/catalog?q=Home%20Office%20Desks&from=hp_categories&src=all_channel,,,,,,,,,
379,Home Office Furniture,https://www.lazada.sg/catalog?q=Home%20Office%20Furniture&from=hp_categories&src=all_channel,,,,,,,,,
380,Hoodies,https://www.lazada.sg/catalog?q=Hoodies&from=hp_categories&src=all_channel,,,,,,,,,
381,Hoodies & Sweatshirts,https://www.lazada.sg/catalog?q=Hoodies%20%26%20Sweatshirts&from=hp_categories&src=all_channel,,,,,,,,,
382,Hoods,https://www.lazada.sg/catalog?q=Hoods&from=hp_categories&src=all_channel,,,,,,,,,
383,Hot Chocolate Drinks,https://www.lazada.sg/catalog?q=Hot%20Chocolate%20Drinks&from=hp_categories&src=all_channel,,,,,,,,,
384,Hot Pot Ingredients,https://www.lazada.sg/catalog?q=Hot%20Pot%20Ingredients&from=hp_categories&src=all_channel,,,,,,,,,
385,Household Supplies,https://www.lazada.sg/catalog?q=Household%20Supplies&from=hp_categories&src=all_channel,,,,,,,,,
386,Humidifier,https://www.lazada.sg/catalog?q=Humidifier&from=hp_categories&src=all_channel,,,,,,,,,
387,Ice Cream,https://www.lazada.sg/catalog?q=Ice%20Cream&from=hp_categories&src=all_channel,,,,,,,,,
388,Iced Tea,https://www.lazada.sg/catalog?q=Iced%20Tea&from=hp_categories&src=all_channel,,,,,,,,,
389,Immunity,https://www.lazada.sg/catalog?q=Immunity&from=hp_categories&src=all_channel,,,,,,,,,
390,Indoor Climbers & Play Structures,https://www.lazada.sg/catalog?q=Indoor%20Climbers%20%26%20Play%20Structures&from=hp_categories&src=all_channel,,,,,,,,,
391,Infant Milk (0 - 6 mnths),https://www.lazada.sg/catalog?q=Infant%20Milk%20(0%20-%206%20mnths)&from=hp_categories&src=all_channel,,,,,,,,,
392,Inflatable Bouncers,https://www.lazada.sg/catalog?q=Inflatable%20Bouncers&from=hp_categories&src=all_channel,,,,,,,,,
